Launch Date,Trip Size,applications,total_chances,winner_chances
7/3/2014,Standard Size,86,388,5
7/4/2014,Small Size,11,47,5
7/4/2014,Standard Size,55,252,5
7/5/2014,Standard Size,48,257,5
7/6/2014,Small Size,12,51,5
7/8/2014,Small Size,11,43,5
7/8/2014,Standard Size,82,384,5
7/9/2014,Standard Size,70,342,5
7/10/2014,Small Size,14,57,5
7/10/2014,Standard Size,57,258,5
7/11/2014,Standard Size,63,296,5
7/12/2014,Small Size,7,30,2
7/12/2014,Standard Size,67,350,14
7/14/2014,Small Size,6,21,5
7/14/2014,Standard Size,70,338,5
7/15/2014,Standard Size,60,256,5
7/16/2014,Small Size,17,74,5
7/16/2014,Standard Size,60,253,5
7/17/2014,Standard Size,55,210,23
7/18/2014,Small Size,9,38,4
7/18/2014,Standard Size,64,287,5
7/19/2014,Standard Size,83,392,38
7/20/2014,Small Size,4,19,4
7/21/2014,Standard Size,84,399,4
7/22/2014,Small Size,14,58,5
7/22/2014,Standard Size,56,253,5
7/23/2014,Standard Size,45,217,13
7/24/2014,Small Size,19,80,5
7/24/2014,Standard Size,43,199,4
7/25/2014,Standard Size,42,241,44
7/26/2014,Small Size,8,32,5
7/27/2014,Standard Size,38,221,5
7/28/2014,Small Size,14,59,5
7/28/2014,Standard Size,36,186,5
7/30/2014,Small Size,19,74,3
7/30/2014,Standard Size,33,146,12
7/31/2014,Standard Size,29,118,3
8/1/2014,Standard Size,79,347,4
8/2/2014,Small Size,14,60,5
8/2/2014,Standard Size,60,244,3
8/3/2014,Standard Size,59,232,9
8/4/2014,Small Size,14,61,5
8/5/2014,Standard Size,59,284,5
8/6/2014,Small Size,12,46,5
8/6/2014,Standard Size,48,228,3
8/7/2014,Standard Size,17,73,5
8/8/2014,Small Size,8,29,5
8/8/2014,Standard Size,28,97,4
8/9/2014,Standard Size,46,157,5
8/10/2014,Small Size,11,38,5
8/10/2014,Standard Size,34,118,2
8/11/2014,Standard Size,39,158,5
8/12/2014,Small Size,7,26,5
8/12/2014,Standard Size,25,102,5
8/13/2014,Standard Size,21,89,15
8/14/2014,Small Size,5,12,1
8/14/2014,Standard Size,13,62,9
8/15/2014,Standard Size,23,106,5
8/16/2014,Small Size,10,33,5
8/17/2014,Standard Size,25,97,5
8/18/2014,Small Size,10,40,5
8/18/2014,Standard Size,27,103,5
8/19/2014,Standard Size,14,65,5
8/20/2014,Small Size,15,61,5
8/20/2014,Standard Size,25,97,1
8/21/2014,Standard Size,27,121,5
8/22/2014,Small Size,16,52,5
8/22/2014,Standard Size,39,142,5
8/23/2014,Standard Size,38,130,5
8/24/2014,Small Size,11,28,2
8/24/2014,Standard Size,28,105,5
8/25/2014,Standard Size,33,103,5
8/26/2014,Small Size,10,33,5
8/26/2014,Standard Size,19,62,5
8/27/2014,Standard Size,17,60,3
8/28/2014,Small Size,29,86,4
8/28/2014,Standard Size,22,102,5
8/29/2014,Standard Size,16,52,5
8/30/2014,Small Size,44,146,5
8/30/2014,Standard Size,24,96,5
8/31/2014,Standard Size,40,168,5
9/1/2014,Standard Size,114,446,1
9/2/2014,Standard Size,68,263,5
9/3/2014,Standard Size,71,273,5
9/3/2014,Standard Size,71,273,5
9/4/2014,Standard Size,51,173,5
9/5/2014,Standard Size,64,244,5
9/5/2014,Standard Size,64,244,9
9/6/2014,Standard Size,37,115,4
9/7/2014,Standard Size,93,374,5
9/7/2014,Standard Size,93,374,5
9/9/2014,Standard Size,121,488,3
9/9/2014,Standard Size,121,488,5
9/10/2014,Standard Size,130,502,4
9/11/2014,Standard Size,129,551,3
9/11/2014,Standard Size,129,551,4
9/13/2014,Standard Size,144,592,5
9/17/2014,Standard Size,338,1335,10
9/17/2014,Standard Size,338,1335,1
9/18/2014,Standard Size,271,1088,5
9/19/2014,Standard Size,232,956,5
9/19/2014,Standard Size,232,956,5
9/20/2014,Standard Size,204,812,13
9/23/2014,Standard Size,234,903,5
9/24/2014,Standard Size,149,521,5
9/25/2014,Standard Size,176,668,5
9/25/2014,Standard Size,176,668,1
9/26/2014,Standard Size,133,528,17
9/27/2014,Standard Size,159,623,1
9/27/2014,Standard Size,159,623,5
9/29/2014,Standard Size,177,684,5
9/30/2014,Standard Size,168,650,12
10/1/2014,Standard Size,219,788,4
10/2/2014,Standard Size,152,548,5
10/3/2014,Standard Size,154,573,4
10/3/2014,Standard Size,154,573,5
10/4/2014,Standard Size,112,403,5
10/5/2014,Standard Size,130,473,5
10/6/2014,Standard Size,139,490,3
10/7/2014,Standard Size,151,497,11
10/7/2014,Standard Size,151,497,1
10/8/2014,Standard Size,100,334,16
10/9/2014,Standard Size,94,329,5
10/9/2014,Standard Size,94,329,3
10/10/2014,Standard Size,77,287,5
10/11/2014,Standard Size,58,234,5
10/11/2014,Standard Size,58,234,2
10/12/2014,Standard Size,59,215,2
10/13/2014,Standard Size,102,342,5
10/13/2014,Standard Size,102,342,4
10/14/2014,Standard Size,82,295,5
10/15/2014,Standard Size,86,273,5
10/15/2014,Standard Size,86,273,5
10/16/2014,Standard Size,55,169,4
10/17/2014,Standard Size,58,217,2
10/17/2014,Standard Size,58,217,1
10/18/2014,Standard Size,32,129,5
10/19/2014,Standard Size,52,210,5
10/19/2014,Standard Size,52,210,5
10/20/2014,Standard Size,45,179,4
10/21/2014,Standard Size,49,183,5
10/21/2014,Standard Size,49,183,4
10/23/2014,Standard Size,33,96,5
10/23/2014,Standard Size,33,96,5
10/24/2014,Standard Size,22,68,5
10/25/2014,Standard Size,30,93,2
10/25/2014,Standard Size,30,93,5
10/26/2014,Standard Size,31,118,5
10/27/2014,Standard Size,47,157,2
10/27/2014,Standard Size,47,157,4
10/28/2014,Standard Size,25,94,9
10/29/2014,Standard Size,27,92,5
10/29/2014,Standard Size,27,92,5
10/30/2014,Standard Size,25,83,5
10/31/2014,Standard Size,27,89,5
10/31/2014,Standard Size,27,89,1
11/1/2014,Standard Size,45,166,5
11/2/2014,Standard Size,50,152,5
11/3/2014,Standard Size,51,172,5
11/4/2014,Standard Size,37,122,1
11/5/2014,Standard Size,37,110,3
11/6/2014,Standard Size,12,50,5
11/7/2014,Standard Size,13,51,2
11/8/2014,Standard Size,18,55,5
11/9/2014,Standard Size,20,65,5
11/10/2014,Standard Size,17,51,5
11/11/2014,Standard Size,17,48,5
11/12/2014,Standard Size,16,34,5
11/13/2014,Standard Size,8,19,5
11/14/2014,Standard Size,7,22,5
11/15/2014,Standard Size,6,16,2
11/16/2014,Standard Size,6,17,5
11/17/2014,Standard Size,5,17,5
11/18/2014,Standard Size,4,16,5
11/19/2014,Standard Size,4,13,5
11/20/2014,Standard Size,4,12,5
11/21/2014,Standard Size,3,15,5
11/22/2014,Standard Size,6,22,4
11/23/2014,Standard Size,4,12,5
11/24/2014,Standard Size,2,10,None
11/25/2014,Standard Size,1,5,5
11/26/2014,Standard Size,3,9,5
11/27/2014,Standard Size,3,10,1
11/28/2014,Standard Size,3,6,1
11/29/2014,Standard Size,4,11,1
11/30/2014,Standard Size,2,6,None
12/1/2014,Standard Size,2,6,5
12/2/2014,Standard Size,0,0,None
12/3/2014,Standard Size,0,0,None
12/4/2014,Standard Size,0,0,None
12/5/2014,Standard Size,0,0,None
12/6/2014,Standard Size,0,0,None
12/7/2014,Standard Size,0,0,None
12/8/2014,Standard Size,1,5,5
12/9/2014,Standard Size,0,0,None
12/10/2014,Standard Size,2,9,4
12/11/2014,Standard Size,1,5,None
12/12/2014,Standard Size,1,5,5
12/13/2014,Standard Size,7,35,5
12/14/2014,Standard Size,10,41,5
12/15/2014,Standard Size,11,39,2
12/16/2014,Standard Size,11,37,5
12/17/2014,Standard Size,8,32,1
12/18/2014,Standard Size,2,6,None
12/19/2014,Standard Size,2,2,1
12/20/2014,Standard Size,4,11,1
12/21/2014,Standard Size,5,16,4
12/22/2014,Standard Size,7,24,3
12/23/2014,Standard Size,6,21,5
12/24/2014,Standard Size,4,12,1
12/25/2014,Standard Size,2,6,None
12/26/2014,Standard Size,2,2,1
12/27/2014,Standard Size,4,9,2
12/28/2014,Standard Size,2,2,1
12/29/2014,Standard Size,0,0,None
12/30/2014,Standard Size,1,1,1
12/31/2014,Standard Size,0,0,None
